feedback_id,patient_id,hospital_id,doctor_id,rating,comments,feedback_date
FB00001175,PAT068703,H006,DOC0364,3,Service was acceptable but administrative processes are slow.,2025-01-18
FB00001176,PAT021248,H008,DOC0519,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-06-05
FB00001177,PAT032585,H001,DOC0072,4,Modern equipment and knowledgeable medical team.,2025-04-28
FB00001178,PAT014132,H007,DOC0424,2,Pharmacy was out of my prescribed medication for 2 days.,2024-12-13
FB00001179,PAT043763,H008,DOC0512,2,Lab results took over 5 hours. No one communicated the delay.,2024-08-26
FB00001180,PAT042598,H002,DOC0120,2,Follow-up appointment was postponed twice without explanation.,2025-01-06
FB00001181,PAT059235,H006,DOC0393,5,Modern equipment and knowledgeable medical team.,2024-06-15
FB00001182,PAT005942,H001,DOC0071,2,Emergency department was chaotic and clearly understaffed.,2024-05-21
FB00001183,PAT006947,H002,DOC0141,4,"Excellent care, clean facility, and attentive nursing staff.",2024-07-19
FB00001184,PAT011323,H002,DOC0152,5,Minimal waiting time. Staff were courteous and professional.,2024-06-13
FB00001185,PAT047677,H007,DOC0427,5,Minimal waiting time. Staff were courteous and professional.,2024-11-07
FB00001186,PAT014312,H002,DOC0146,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-10-26
FB00001187,PAT022045,H002,DOC0095,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-12-05
FB00001188,PAT016228,H002,DOC0139,1,Billing process was confusing and poorly explained.,2024-07-13
FB00001189,PAT064709,H006,DOC0386,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-05-09
FB00001190,PAT048227,H002,DOC0168,2,Cleanliness of the wards needs significant improvement.,2025-04-15
FB00001191,PAT001909,H004,DOC0255,5,Very professional doctors. Quick and efficient service.,2024-05-22
FB00001192,PAT064719,H008,DOC0505,3,Service was acceptable but administrative processes are slow.,2025-02-02
FB00001193,PAT046390,H006,DOC0376,1,Emergency department was chaotic and clearly understaffed.,2024-10-28
FB00001194,PAT026349,H005,DOC0280,4,Doctor explained my condition thoroughly and answered all questions.,2024-06-12
FB00001195,PAT063480,H002,DOC0140,3,Good doctors but the waiting area is too small and uncomfortable.,2024-09-14
FB00001196,PAT046689,H007,DOC0440,4,Outstanding care in the ICU. Nurses were exceptional.,2025-03-09
FB00001197,PAT023742,H007,DOC0439,4,Doctor explained my condition thoroughly and answered all questions.,2025-01-27
FB00001198,PAT039467,H006,DOC0372,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-10-29
FB00001199,PAT002578,H006,DOC0343,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-01-21
FB00001200,PAT063332,H005,DOC0294,4,Modern equipment and knowledgeable medical team.,2025-03-09
FB00001201,PAT026482,H003,DOC0179,3,Good doctors but the waiting area is too small and uncomfortable.,2024-12-03
FB00001202,PAT046478,H003,DOC0182,4,Very professional doctors. Quick and efficient service.,2025-04-11
FB00001203,PAT032235,H002,DOC0090,3,Good doctors but the waiting area is too small and uncomfortable.,2025-01-17
FB00001204,PAT013071,H006,DOC0324,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-03-13
FB00001205,PAT019945,H002,DOC0091,4,Very professional doctors. Quick and efficient service.,2024-05-17
FB00001206,PAT005163,H007,DOC0430,4,"Excellent care, clean facility, and attentive nursing staff.",2024-09-02
FB00001207,PAT073240,H001,DOC0010,2,Emergency department was chaotic and clearly understaffed.,2024-05-30
FB00001208,PAT019399,H006,DOC0389,4,Minimal waiting time. Staff were courteous and professional.,2025-04-12
FB00001209,PAT048875,H006,DOC0377,5,Minimal waiting time. Staff were courteous and professional.,2024-07-21
FB00001210,PAT031131,H006,DOC0368,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-11-08
FB00001211,PAT008450,H007,DOC0423,4,Outstanding care in the ICU. Nurses were exceptional.,2024-09-13
FB00001212,PAT044261,H001,DOC0038,4,Very professional doctors. Quick and efficient service.,2025-01-07
FB00001213,PAT001606,H008,DOC0474,1,Emergency department was chaotic and clearly understaffed.,2025-02-16
FB00001214,PAT009559,H006,DOC0398,3,Service was acceptable but administrative processes are slow.,2024-06-16
FB00001215,PAT001273,H003,DOC0250,3,Good doctors but the waiting area is too small and uncomfortable.,2024-08-31
FB00001216,PAT010086,H007,DOC0429,5,Modern equipment and knowledgeable medical team.,2024-09-13
FB00001217,PAT010962,H006,DOC0333,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-08-01
FB00001218,PAT039421,H008,DOC0467,1,Billing process was confusing and poorly explained.,2024-10-21
FB00001219,PAT010015,H002,DOC0136,5,Outstanding care in the ICU. Nurses were exceptional.,2024-10-09
FB00001220,PAT044889,H005,DOC0293,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-01-21
FB00001221,PAT020404,H002,DOC0099,3,Service was acceptable but administrative processes are slow.,2024-07-16
FB00001222,PAT012750,H001,DOC0074,2,Billing process was confusing and poorly explained.,2025-05-09
FB00001223,PAT014713,H006,DOC0332,4,Modern equipment and knowledgeable medical team.,2024-07-09
FB00001224,PAT047749,H008,DOC0483,4,Outstanding care in the ICU. Nurses were exceptional.,2024-11-04
FB00001225,PAT011149,H001,DOC0048,3,Average experience overall. Nothing exceptional but no major complaints.,2025-01-04
FB00001226,PAT017243,H005,DOC0308,2,Follow-up appointment was postponed twice without explanation.,2024-09-25
FB00001227,PAT024394,H008,DOC0511,4,Very professional doctors. Quick and efficient service.,2025-03-25
FB00001228,PAT047697,H003,DOC0240,3,Average experience overall. Nothing exceptional but no major complaints.,2024-11-25
FB00001229,PAT000447,H008,DOC0511,1,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-07-19
FB00001230,PAT053081,H008,DOC0500,3,Service was acceptable but administrative processes are slow.,2025-04-28
FB00001231,PAT043813,H003,DOC0195,1,Billing process was confusing and poorly explained.,2024-08-07
FB00001232,PAT022518,H004,DOC0262,5,"Excellent care, clean facility, and attentive nursing staff.",2025-03-17
FB00001233,PAT062957,H008,DOC0486,5,"Excellent care, clean facility, and attentive nursing staff.",2024-09-04
FB00001234,PAT004334,H004,DOC0274,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-07-14
FB00001235,PAT040719,H002,DOC0118,5,Very professional doctors. Quick and efficient service.,2024-12-20
FB00001236,PAT032993,H002,DOC0146,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-12-04
FB00001237,PAT057872,H001,DOC0064,5,Minimal waiting time. Staff were courteous and professional.,2024-05-24
FB00001238,PAT058223,H002,DOC0171,3,Service was acceptable but administrative processes are slow.,2024-12-29
FB00001239,PAT053440,H006,DOC0357,5,Very professional doctors. Quick and efficient service.,2025-01-17
FB00001240,PAT014950,H003,DOC0242,2,Cleanliness of the wards needs significant improvement.,2024-08-26
FB00001241,PAT051013,H003,DOC0223,2,Pharmacy was out of my prescribed medication for 2 days.,2024-06-19
FB00001242,PAT056232,H001,DOC0031,2,Emergency department was chaotic and clearly understaffed.,2024-10-26
FB00001243,PAT042313,H002,DOC0093,4,Doctor explained my condition thoroughly and answered all questions.,2024-05-17
FB00001244,PAT071275,H002,DOC0152,2,Follow-up appointment was postponed twice without explanation.,2024-06-11
FB00001245,PAT050248,H002,DOC0159,3,Average experience overall. Nothing exceptional but no major complaints.,2024-07-26
FB00001246,PAT036776,H006,DOC0389,5,Very professional doctors. Quick and efficient service.,2024-05-28
FB00001247,PAT010804,H003,DOC0241,3,Service was acceptable but administrative processes are slow.,2024-10-27
FB00001248,PAT013335,H007,DOC0439,5,Modern equipment and knowledgeable medical team.,2024-07-24
FB00001249,PAT055527,H001,DOC0029,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-01-03
FB00001250,PAT053153,H008,DOC0487,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-07-16
FB00001251,PAT017190,H003,DOC0246,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-10-29
FB00001252,PAT020836,H007,DOC0420,5,"Excellent care, clean facility, and attentive nursing staff.",2025-03-21
FB00001253,PAT024454,H008,DOC0498,3,Service was acceptable but administrative processes are slow.,2024-06-30
FB00001254,PAT023364,H008,DOC0482,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2025-03-30
FB00001255,PAT074184,H001,DOC0012,5,Outstanding care in the ICU. Nurses were exceptional.,2024-06-09
FB00001256,PAT050236,H004,DOC0257,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-05-31
FB00001257,PAT029557,H002,DOC0146,3,Good doctors but the waiting area is too small and uncomfortable.,2025-03-08
FB00001258,PAT037088,H003,DOC0250,4,Outstanding care in the ICU. Nurses were exceptional.,2024-10-08
FB00001259,PAT035953,H005,DOC0290,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-06-06
FB00001260,PAT028772,H002,DOC0095,3,Service was acceptable but administrative processes are slow.,2025-02-23
FB00001261,PAT064886,H001,DOC0089,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-01-23
FB00001262,PAT012472,H003,DOC0241,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-05-08
FB00001263,PAT052747,H008,DOC0485,4,"Excellent care, clean facility, and attentive nursing staff.",2024-09-30
FB00001264,PAT041903,H002,DOC0127,2,Lab results took over 5 hours. No one communicated the delay.,2025-03-24
FB00001265,PAT046204,H004,DOC0269,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-11-13
FB00001266,PAT006037,H002,DOC0104,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-10-01
FB00001267,PAT040735,H001,DOC0018,4,"Excellent care, clean facility, and attentive nursing staff.",2024-12-18
FB00001268,PAT068008,H004,DOC0254,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-11-17
FB00001269,PAT036655,H004,DOC0269,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-09-29
FB00001270,PAT064210,H006,DOC0407,4,"Excellent care, clean facility, and attentive nursing staff.",2025-02-21
FB00001271,PAT013763,H004,DOC0267,3,Service was acceptable but administrative processes are slow.,2024-06-22
FB00001272,PAT040321,H001,DOC0038,4,Minimal waiting time. Staff were courteous and professional.,2025-02-03
FB00001273,PAT069227,H001,DOC0027,4,Outstanding care in the ICU. Nurses were exceptional.,2024-07-02
FB00001274,PAT001888,H008,DOC0513,3,Good doctors but the waiting area is too small and uncomfortable.,2025-05-09
FB00001275,PAT029118,H005,DOC0298,5,"Excellent care, clean facility, and attentive nursing staff.",2024-11-20
FB00001276,PAT017218,H002,DOC0123,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-11
FB00001277,PAT007777,H003,DOC0241,1,Follow-up appointment was postponed twice without explanation.,2025-01-25
FB00001278,PAT071843,H002,DOC0136,2,Lab results took over 5 hours. No one communicated the delay.,2025-01-17
FB00001279,PAT023623,H001,DOC0011,4,Minimal waiting time. Staff were courteous and professional.,2024-08-15
FB00001280,PAT056506,H002,DOC0169,2,Cleanliness of the wards needs significant improvement.,2024-08-13
FB00001281,PAT002800,H003,DOC0205,1,Follow-up appointment was postponed twice without explanation.,2025-05-06
FB00001282,PAT003934,H006,DOC0366,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-06-12
FB00001283,PAT049294,H005,DOC0290,3,Good doctors but the waiting area is too small and uncomfortable.,2024-07-09
FB00001284,PAT010127,H005,DOC0306,5,Modern equipment and knowledgeable medical team.,2025-03-16
FB00001285,PAT042654,H001,DOC0085,3,Good doctors but the waiting area is too small and uncomfortable.,2024-10-24
FB00001286,PAT027755,H006,DOC0338,4,Doctor explained my condition thoroughly and answered all questions.,2024-07-10
FB00001287,PAT008048,H006,DOC0376,1,"Hospital was severely overcrowded, could not find a bed.",2024-10-15
FB00001288,PAT007943,H006,DOC0314,5,Doctor explained my condition thoroughly and answered all questions.,2024-11-20
FB00001289,PAT044100,H001,DOC0054,4,Very professional doctors. Quick and efficient service.,2024-09-04
FB00001290,PAT021464,H001,DOC0031,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-02-08
FB00001291,PAT040926,H006,DOC0319,5,Modern equipment and knowledgeable medical team.,2025-02-10
FB00001292,PAT019625,H002,DOC0118,5,Very professional doctors. Quick and efficient service.,2024-12-16
FB00001293,PAT034205,H002,DOC0160,3,Service was acceptable but administrative processes are slow.,2025-02-17
FB00001294,PAT033280,H004,DOC0254,4,Minimal waiting time. Staff were courteous and professional.,2024-07-02
FB00001295,PAT074485,H002,DOC0155,3,Average experience overall. Nothing exceptional but no major complaints.,2024-11-22
FB00001296,PAT073897,H002,DOC0174,2,Follow-up appointment was postponed twice without explanation.,2025-03-12
FB00001297,PAT019403,H003,DOC0196,4,Doctor explained my condition thoroughly and answered all questions.,2024-07-05
FB00001298,PAT021637,H006,DOC0405,3,Average experience overall. Nothing exceptional but no major complaints.,2024-08-22
FB00001299,PAT006644,H007,DOC0435,5,"Excellent care, clean facility, and attentive nursing staff.",2024-09-16
FB00001300,PAT063094,H008,DOC0499,2,Emergency department was chaotic and clearly understaffed.,2025-04-27
FB00001301,PAT064972,H001,DOC0015,2,Pharmacy was out of my prescribed medication for 2 days.,2024-12-28
FB00001302,PAT002486,H002,DOC0123,3,Average experience overall. Nothing exceptional but no major complaints.,2024-09-26
FB00001303,PAT043632,H003,DOC0232,3,Average experience overall. Nothing exceptional but no major complaints.,2024-10-13
FB00001304,PAT021588,H002,DOC0094,2,Lab results took over 5 hours. No one communicated the delay.,2024-05-23
FB00001305,PAT054202,H002,DOC0169,3,Good doctors but the waiting area is too small and uncomfortable.,2025-04-13
FB00001306,PAT006280,H004,DOC0275,1,"Hospital was severely overcrowded, could not find a bed.",2024-05-21
FB00001307,PAT000539,H008,DOC0450,4,Very professional doctors. Quick and efficient service.,2024-11-01
FB00001308,PAT017096,H002,DOC0104,3,Service was acceptable but administrative processes are slow.,2024-07-07
FB00001309,PAT053001,H006,DOC0367,4,Doctor explained my condition thoroughly and answered all questions.,2024-12-24
FB00001310,PAT072978,H001,DOC0019,3,Service was acceptable but administrative processes are slow.,2025-02-01
FB00001311,PAT004278,H006,DOC0385,3,Service was acceptable but administrative processes are slow.,2024-10-11
FB00001312,PAT047669,H001,DOC0014,4,Modern equipment and knowledgeable medical team.,2025-02-20
FB00001313,PAT026150,H006,DOC0322,4,"Excellent care, clean facility, and attentive nursing staff.",2024-06-04
FB00001314,PAT045312,H001,DOC0039,2,Extremely long waiting time — over 3 hours for a simple consultation.,2025-01-28
FB00001315,PAT060196,H005,DOC0310,4,Very professional doctors. Quick and efficient service.,2024-11-19
FB00001316,PAT042549,H008,DOC0480,3,Average experience overall. Nothing exceptional but no major complaints.,2024-08-03
FB00001317,PAT015148,H003,DOC0200,4,Minimal waiting time. Staff were courteous and professional.,2024-12-15
FB00001318,PAT001127,H003,DOC0180,3,Service was acceptable but administrative processes are slow.,2025-02-22
FB00001319,PAT064197,H001,DOC0031,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-10-07
FB00001320,PAT019941,H002,DOC0155,2,Follow-up appointment was postponed twice without explanation.,2024-10-01
FB00001321,PAT036730,H006,DOC0317,4,"Excellent care, clean facility, and attentive nursing staff.",2024-11-01
FB00001322,PAT061383,H001,DOC0027,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-02-10
FB00001323,PAT029946,H005,DOC0312,5,Outstanding care in the ICU. Nurses were exceptional.,2025-03-06
FB00001324,PAT021319,H006,DOC0329,1,Doctor seemed rushed and did not adequately explain my diagnosis.,2025-03-10
FB00001325,PAT037337,H004,DOC0262,3,Service was acceptable but administrative processes are slow.,2024-07-25
FB00001326,PAT038251,H007,DOC0443,3,Good doctors but the waiting area is too small and uncomfortable.,2025-02-11
FB00001327,PAT043690,H003,DOC0215,3,Good doctors but the waiting area is too small and uncomfortable.,2024-07-21
FB00001328,PAT002540,H003,DOC0185,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-05-31
FB00001329,PAT071703,H002,DOC0172,5,Outstanding care in the ICU. Nurses were exceptional.,2025-04-09
FB00001330,PAT051741,H001,DOC0023,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-10-14
FB00001331,PAT067388,H003,DOC0223,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-11-03
FB00001332,PAT037274,H004,DOC0258,5,Minimal waiting time. Staff were courteous and professional.,2025-02-03
FB00001333,PAT042383,H001,DOC0012,2,Lab results took over 5 hours. No one communicated the delay.,2025-03-23
FB00001334,PAT039783,H005,DOC0299,4,Minimal waiting time. Staff were courteous and professional.,2024-09-22
FB00001335,PAT063352,H008,DOC0468,3,Average experience overall. Nothing exceptional but no major complaints.,2024-09-01
FB00001336,PAT035186,H005,DOC0313,4,Minimal waiting time. Staff were courteous and professional.,2024-06-28
FB00001337,PAT040001,H001,DOC0027,2,Cleanliness of the wards needs significant improvement.,2024-10-21
FB00001338,PAT019900,H001,DOC0020,4,Minimal waiting time. Staff were courteous and professional.,2024-09-14
FB00001339,PAT029268,H006,DOC0392,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-07-09
FB00001340,PAT066094,H006,DOC0345,4,Very professional doctors. Quick and efficient service.,2025-03-21
FB00001341,PAT063193,H008,DOC0505,1,Lab results took over 5 hours. No one communicated the delay.,2024-10-18
FB00001342,PAT070050,H003,DOC0248,2,Follow-up appointment was postponed twice without explanation.,2024-11-26
FB00001343,PAT038962,H003,DOC0214,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-26
FB00001344,PAT010917,H004,DOC0263,4,"Excellent care, clean facility, and attentive nursing staff.",2024-08-24
FB00001345,PAT041926,H001,DOC0058,4,"Excellent care, clean facility, and attentive nursing staff.",2025-05-09
FB00001346,PAT061246,H006,DOC0349,4,Minimal waiting time. Staff were courteous and professional.,2025-05-05
FB00001347,PAT013545,H004,DOC0271,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-07-07
FB00001348,PAT029023,H003,DOC0212,3,Average experience overall. Nothing exceptional but no major complaints.,2024-12-19
FB00001349,PAT028296,H002,DOC0107,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-07-07
FB00001350,PAT037612,H003,DOC0197,2,Emergency department was chaotic and clearly understaffed.,2024-09-18
FB00001351,PAT031157,H008,DOC0466,4,Outstanding care in the ICU. Nurses were exceptional.,2024-08-04
FB00001352,PAT026252,H003,DOC0193,2,Follow-up appointment was postponed twice without explanation.,2024-09-03
FB00001353,PAT044658,H006,DOC0368,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-06-24
FB00001354,PAT037156,H003,DOC0186,4,Doctor explained my condition thoroughly and answered all questions.,2024-12-16
FB00001355,PAT034326,H005,DOC0309,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-09-13
FB00001356,PAT060584,H006,DOC0344,3,Average experience overall. Nothing exceptional but no major complaints.,2024-12-18
FB00001357,PAT056943,H001,DOC0026,2,Billing process was confusing and poorly explained.,2024-05-29
FB00001358,PAT015987,H007,DOC0427,3,Average experience overall. Nothing exceptional but no major complaints.,2024-10-15
FB00001359,PAT003523,H005,DOC0302,5,Outstanding care in the ICU. Nurses were exceptional.,2025-01-29
FB00001360,PAT071053,H002,DOC0118,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-11-28
FB00001361,PAT050544,H003,DOC0176,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2025-04-08
FB00001362,PAT061690,H003,DOC0220,5,Very satisfied with diagnosis accuracy and treatment plan.,2025-03-05
FB00001363,PAT070682,H001,DOC0066,3,Service was acceptable but administrative processes are slow.,2025-03-09
FB00001364,PAT045607,H001,DOC0065,1,Emergency department was chaotic and clearly understaffed.,2025-01-17
FB00001365,PAT051374,H007,DOC0439,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-02-06
FB00001366,PAT015927,H003,DOC0252,4,Doctor explained my condition thoroughly and answered all questions.,2025-04-13
FB00001367,PAT061696,H004,DOC0260,1,Lab results took over 5 hours. No one communicated the delay.,2024-06-07
FB00001368,PAT068791,H002,DOC0140,4,Outstanding care in the ICU. Nurses were exceptional.,2024-09-21
FB00001369,PAT031094,H001,DOC0058,4,Doctor explained my condition thoroughly and answered all questions.,2024-11-29
FB00001370,PAT045841,H003,DOC0176,1,"Hospital was severely overcrowded, could not find a bed.",2025-03-30
FB00001371,PAT066985,H001,DOC0068,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-04-28
FB00001372,PAT044137,H004,DOC0260,5,Very professional doctors. Quick and efficient service.,2024-11-26
FB00001373,PAT060490,H002,DOC0114,2,Follow-up appointment was postponed twice without explanation.,2024-08-18
FB00001374,PAT021966,H005,DOC0279,4,Doctor explained my condition thoroughly and answered all questions.,2024-10-20
FB00001375,PAT018114,H008,DOC0452,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-08-19
FB00001376,PAT060091,H006,DOC0338,3,Service was acceptable but administrative processes are slow.,2025-02-27
FB00001377,PAT014686,H001,DOC0039,2,Billing process was confusing and poorly explained.,2025-02-07
FB00001378,PAT042798,H003,DOC0212,5,"Excellent care, clean facility, and attentive nursing staff.",2024-08-17
FB00001379,PAT066655,H008,DOC0460,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-02-18
FB00001380,PAT052751,H003,DOC0195,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-02-23
FB00001381,PAT074536,H003,DOC0179,1,Pharmacy was out of my prescribed medication for 2 days.,2024-06-09
FB00001382,PAT008781,H002,DOC0148,3,Average experience overall. Nothing exceptional but no major complaints.,2025-05-09
FB00001383,PAT063033,H008,DOC0498,1,Cleanliness of the wards needs significant improvement.,2024-10-06
FB00001384,PAT058674,H001,DOC0006,1,Lab results took over 5 hours. No one communicated the delay.,2024-10-17
FB00001385,PAT006589,H008,DOC0507,2,Pharmacy was out of my prescribed medication for 2 days.,2024-12-28
FB00001386,PAT011621,H008,DOC0461,4,Very professional doctors. Quick and efficient service.,2024-12-28
FB00001387,PAT022833,H002,DOC0120,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-07-30
FB00001388,PAT005552,H004,DOC0255,4,Very professional doctors. Quick and efficient service.,2025-02-22
FB00001389,PAT070622,H001,DOC0001,3,Good doctors but the waiting area is too small and uncomfortable.,2025-02-13
FB00001390,PAT061969,H002,DOC0163,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-11-20
FB00001391,PAT070347,H005,DOC0292,5,Follow-up was prompt and well-coordinated. Highly recommend.,2025-02-26
FB00001392,PAT048405,H002,DOC0102,2,Billing process was confusing and poorly explained.,2024-06-18
FB00001393,PAT032452,H003,DOC0219,4,Minimal waiting time. Staff were courteous and professional.,2025-02-20
FB00001394,PAT059918,H008,DOC0497,4,Doctor explained my condition thoroughly and answered all questions.,2024-11-21
FB00001395,PAT042657,H002,DOC0094,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-06-18
FB00001396,PAT029398,H001,DOC0089,3,Service was acceptable but administrative processes are slow.,2024-10-30
FB00001397,PAT011917,H001,DOC0014,4,Modern equipment and knowledgeable medical team.,2024-08-25
FB00001398,PAT000114,H008,DOC0469,4,Outstanding care in the ICU. Nurses were exceptional.,2024-07-22
FB00001399,PAT033382,H001,DOC0039,5,Very professional doctors. Quick and efficient service.,2024-12-09
FB00001400,PAT008689,H005,DOC0281,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-07-18
FB00001401,PAT035175,H006,DOC0358,2,Emergency department was chaotic and clearly understaffed.,2025-04-09
FB00001402,PAT050230,H007,DOC0439,3,Good doctors but the waiting area is too small and uncomfortable.,2025-03-24
FB00001403,PAT046897,H007,DOC0429,5,Doctor explained my condition thoroughly and answered all questions.,2025-03-09
FB00001404,PAT020893,H001,DOC0060,5,Doctor explained my condition thoroughly and answered all questions.,2025-01-01
FB00001405,PAT046769,H003,DOC0194,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-08-23
FB00001406,PAT033438,H001,DOC0070,5,Minimal waiting time. Staff were courteous and professional.,2024-05-22
FB00001407,PAT044457,H004,DOC0272,2,Lab results took over 5 hours. No one communicated the delay.,2024-07-31
FB00001408,PAT048205,H007,DOC0434,5,Outstanding care in the ICU. Nurses were exceptional.,2025-02-04
FB00001409,PAT067402,H001,DOC0007,3,Average experience overall. Nothing exceptional but no major complaints.,2025-01-27
FB00001410,PAT006480,H008,DOC0467,2,Pharmacy was out of my prescribed medication for 2 days.,2024-05-28
FB00001411,PAT016603,H004,DOC0258,4,Very professional doctors. Quick and efficient service.,2025-01-29
FB00001412,PAT046590,H007,DOC0421,4,Doctor explained my condition thoroughly and answered all questions.,2025-03-21
FB00001413,PAT016830,H003,DOC0205,5,Minimal waiting time. Staff were courteous and professional.,2024-09-29
FB00001414,PAT071862,H008,DOC0507,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-08-08
FB00001415,PAT072812,H001,DOC0032,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-14
FB00001416,PAT051895,H006,DOC0314,5,Outstanding care in the ICU. Nurses were exceptional.,2024-08-08
FB00001417,PAT004072,H002,DOC0162,3,Service was acceptable but administrative processes are slow.,2024-07-06
FB00001418,PAT055228,H002,DOC0113,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-10-05
FB00001419,PAT047108,H001,DOC0017,3,Average experience overall. Nothing exceptional but no major complaints.,2025-03-01
FB00001420,PAT066381,H007,DOC0427,5,Follow-up was prompt and well-coordinated. Highly recommend.,2025-03-06
FB00001421,PAT052485,H001,DOC0003,5,Very professional doctors. Quick and efficient service.,2024-09-04
FB00001422,PAT049855,H001,DOC0061,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-04-09
FB00001423,PAT014878,H002,DOC0092,3,Service was acceptable but administrative processes are slow.,2024-08-31
FB00001424,PAT015353,H003,DOC0180,4,Minimal waiting time. Staff were courteous and professional.,2025-01-09
FB00001425,PAT019580,H003,DOC0238,5,Outstanding care in the ICU. Nurses were exceptional.,2024-12-06
FB00001426,PAT058866,H007,DOC0424,5,Outstanding care in the ICU. Nurses were exceptional.,2025-02-14
FB00001427,PAT048461,H002,DOC0152,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-08-01
FB00001428,PAT012538,H002,DOC0098,4,"Excellent care, clean facility, and attentive nursing staff.",2025-03-23
FB00001429,PAT047563,H003,DOC0226,3,Service was acceptable but administrative processes are slow.,2024-06-15
FB00001430,PAT000040,H008,DOC0448,1,Lab results took over 5 hours. No one communicated the delay.,2024-06-11
FB00001431,PAT026416,H002,DOC0162,3,Average experience overall. Nothing exceptional but no major complaints.,2025-01-08
FB00001432,PAT045104,H004,DOC0257,4,Very professional doctors. Quick and efficient service.,2024-07-26
FB00001433,PAT024709,H001,DOC0032,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-12-04
FB00001434,PAT000861,H001,DOC0029,4,Minimal waiting time. Staff were courteous and professional.,2024-08-22
FB00001435,PAT007134,H001,DOC0051,3,Average experience overall. Nothing exceptional but no major complaints.,2024-05-29
FB00001436,PAT071356,H008,DOC0472,3,Average experience overall. Nothing exceptional but no major complaints.,2024-07-01
FB00001437,PAT015601,H007,DOC0445,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-10-21
FB00001438,PAT023183,H006,DOC0404,4,Outstanding care in the ICU. Nurses were exceptional.,2024-09-19
FB00001439,PAT074194,H006,DOC0322,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-07-22
FB00001440,PAT048453,H006,DOC0341,4,Very professional doctors. Quick and efficient service.,2025-02-17
FB00001441,PAT038784,H002,DOC0141,3,Good doctors but the waiting area is too small and uncomfortable.,2024-11-29
FB00001442,PAT000962,H001,DOC0044,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-10-18
FB00001443,PAT019986,H006,DOC0358,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-12
FB00001444,PAT038829,H007,DOC0436,4,Modern equipment and knowledgeable medical team.,2024-08-19
